repo,origin,default_branch,stargazers_count,forks_count,updated_days_ago,pushed_days_ago,created_days_ago
15AshwiniI/JavaPractice,net.sourceforge.saxon+saxon-filename:build.xml & net.sf.saxon+saxon-filename:build.xml & net.sf.saxon+Saxon-HE-filename:build.xml,master,0,0,1325,1325,1372
18301069135/kettle,net.sf.saxon+saxon-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,387,387,387
1984shekhar/fuse-examples-6.2,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,1,5,37,37,1428
1984shekhar/testing,org.apache.camel+camel-saxon-filename:pom.xml,master,0,0,526,526,526
1eft0ver/CSE_Cources,net.sourceforge.saxon+saxon-filename:build.xml,master,0,0,827,569,1160
1stResponder/nics-core-processor,net.sourceforge.saxon+saxon-filename:pom.xml,master,1,2,138,721,1092
2011guptashalini/locbn,net.sf.saxon+saxon-filename:pom.xml,master,0,0,335,335,335
2011guptashalini/SeleniumScripts,net.sf.saxon+saxon-filename:pom.xml,master,0,0,335,335,335
247568202/performanceAutoTest,net.sf.saxon+saxon-filename:pom.xml,masters,0,0,351,351,351
28msec/JSONiq,net.sf.saxon+saxon-filename:build.xml,master,12,2,240,1175,2004
3203317/old,net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,1633,1633,1942
330808349/spring-security,net.sourceforge.saxon+saxon-extension:gradle,master,0,0,648,648,648
3rdstage/exercise,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sf.saxon+saxon-filename:build.xml & net.sourceforge.saxon+saxon-filename:build.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,40,40,2410
3rdstage/sirius,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,1139,831,2410
404ero/comeinWebTest,net.sf.saxon+saxon-filename:pom.xml,master,0,0,34,34,49
404ero/myTests,net.sf.saxon+saxon-filename:pom.xml,master,0,0,48,48,48
453897806/kettle,net.sf.saxon+saxon-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,161,161,161
45583285/SaxonOA,net.sf.saxon+saxon-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,1,1326,1326,1326
4ernookiy/cfg-analyzer-x,net.sf.saxon+Saxon-HE-extension:gradle & net.sf.saxon+saxon-extension:gradle,master,0,0,574,531,574
52Jolynn/Test,net.sf.saxon+saxon-filename:pom.xml,master,0,0,1254,1254,2322
52North/arctic-sea,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & org.apache.xmlbeans+xmlbeans-xpath-filename:pom.xml,master,6,13,0,0,880
52North/ecmwf-dataset-crawl,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,5,2,43,267,397
52North/epos,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & org.apache.xmlbeans+xmlbeans-xpath-filename:pom.xml,master,4,2,933,581,2234
52North/iceland-skeleton,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,4,4,526,926,1279
52North/javaPS,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,develop,6,5,6,6,1245
52North/OpenSensorSearch,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,11,8,503,1295,2187
52North/OX-Framework,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & org.apache.xmlbeans+xmlbeans-xpath-filename:pom.xml,develop,8,8,807,631,2282
52North/SES,net.sf.saxon+saxon-filename:pom.xml,master,9,3,596,1636,2280
52North/SOS,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & org.apache.xmlbeans+xmlbeans-xpath-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,develop,64,51,0,15,1916
52North/testbed13-security-proxy,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,688,296,688
52North/youngs,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,6,1,34,114,1366
770554403/ainotebook,net.sf.saxon+saxon-filename:build.xml,master,0,0,1408,1408,1408
7colorlotus/springCloudCode,net.sf.saxon+saxon-filename:pom.xml,master,0,0,777,609,777
8023lili/only,net.sf.saxon+saxon-filename:pom.xml,master,0,0,317,317,321
913071727/hades,net.sf.saxon+saxon-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,2,7,7,560
919126624/doc,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,687,687,925
a1144/webmagic,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,187,187,187
a252937166/webmagic,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,527,495,527
aadisystech/quickfixj,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,develop,0,0,223,223,261
aagarw33/CustomerManagement,net.sf.saxon+saxon-filename:pom.xml,master,0,1,1136,1064,1136
aaronanderson/hise,net.sf.saxon+saxon-filename:pom.xml,master,2,1,1988,3280,3280
aarongan/vma_mobile,net.sf.saxon+saxon-filename:build.xml,master,0,0,2079,2283,2283
aashay91/XML-JASON-XSLT,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,115,115,115
Aask/rivta,net.sf.saxon+Saxon-HE-extension:gradle & net.sf.saxon+saxon-extension:gradle,master,0,0,1549,1549,1549
AbazaSeif/BlackHat_CompanyMonit,net.sf.saxon+saxon-filename:build.xml,master,0,0,952,952,952
abcdefghiklk/SeekChanges,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & org.apache.camel+camel-saxon-filename:pom.xml,master,1,1,1030,1029,1141
abchawla/cs581A3-f18-a2-gitrams-jedit,net.sf.saxon+saxon-filename:ivy.xml & net.sourceforge.saxon+saxon-filename:build.xml & net.sf.saxon+saxon-filename:build.xml,master,0,0,349,428,472
abelard2008/kettle-example,net.sf.saxon+saxon-filename:pom.xml,master,0,0,728,701,728
Abhashakya/yes-cart,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,1397,1397,1397
abhay123lp/auth-page,net.sourceforge.saxon+saxon-filename:build.xml,master,0,0,1303,1303,1303
Abhi115/MyTest,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,449,449,478
abhijeetkunwar/yes-cart,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,1517,1517,1517
abhijithmail/jlibs,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+saxon-extension:gradle,master,0,0,1314,1314,1314
abhijitsarkar-as/sandton-grocery,net.sf.saxon+saxon-filename:pom.xml,master,0,1,521,506,521
abhijitsarkar-as/VGF_Online,net.sf.saxon+saxon-filename:pom.xml,master,0,0,227,227,270
abhinavmishra14/alfresco-scripts,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,2,0,30,40,614
abhishek753/DataDrivenFramework,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,105,105,110
abhishek753/Selenium_TestNG,net.sf.saxon+Saxon-HE-filename:build.xml & net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sf.saxon+saxon-filename:build.xml & net.sourceforge.saxon+saxon-filename:build.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,110,110,117
abhishekpatel1/myseleniumep,net.sf.saxon+saxon-filename:pom.xml,master,0,0,115,115,115
ABI-Software/ICMA,net.sf.saxon+saxon-filename:build.xml,master,5,10,28,28,1721
ablab/TagFinder,net.sf.saxon+saxon-filename:build.xml,master,4,1,631,2654,2829
ableasdale/app-base,net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,2065,2260,2975
ableasdale/consultant-tools,net.sourceforge.saxon+saxon-filename:pom.xml,master,1,0,97,2584,3161
abondar24/JavaEEDemo,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,1,0,203,332,573
ABOS-Software/ABOS,net.sourceforge.saxon+saxon-extension:gradle & net.sf.saxon+Saxon-HE-extension:gradle & net.sf.saxon+saxon-extension:gradle,master,0,0,158,158,158
absingh360/ColtAutomation,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,358,358,404
AbuCarlo/XmlSplitter,net.sf.saxon+Saxon-HE-extension:gradle & net.sf.saxon+saxon-extension:gradle,master,0,0,1061,1051,1120
Abwuds/JIGS,net.sf.saxon+saxon-filename:build.xml,master,0,0,961,888,1163
Abwuds/retroSpecialization,net.sf.saxon+saxon-filename:build.xml,master,1,1,494,824,999
acalo/mongorest,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,1667,1667,1667
acalo/mongoTest,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,1667,1667,1668
acanda/eclipse-pmd,net.sourceforge.saxon+saxon-filename:pom.xml,master,20,11,8,17,2579
acavalcanti/jboss-bpmsuite-6.3.0.GA-sources,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & org.apache.xmlbeans+xmlbeans-xpath-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,2,1101,1101,1101
accentureboys/glenindiv-plugins-sdk-6.2,net.sourceforge.saxon+saxon-filename:ivy.xml & net.sf.saxon+saxon-filename:ivy.xml,master,0,0,1158,1135,1254
accentureboys/liferay-plugins-sdk-6.2,net.sourceforge.saxon+saxon-filename:ivy.xml & net.sf.saxon+saxon-filename:ivy.xml,master,0,0,1316,1291,1316
acdh-oeaw/graphviewer,net.sf.saxon+saxon-filename:build.xml,master,1,0,296,296,1294
acdh-oeaw/pavlov,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,419,419,485
acdh-oeaw/vlo-curation,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,2,0,954,658,1246
acdh-oeaw/VLO_portlet-casestudy,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,development,0,0,596,596,596
ace-zhang18/InventoryRoller,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,145,145,145
acp13udl/randomfilms,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,1497,1459,1542
activeeon/hsqldb,net.sourceforge.saxon+saxon-filename:build.xml,master,0,1,954,954,954
ACTIVthcr/ocr-java,net.sourceforge.saxon+saxon-filename:build.xml,master,0,0,196,196,196
adamfisk/littleshoot-client,net.sf.saxon+saxon-filename:build.xml,master,2,3,2055,2055,2698
adamjlucid/SolrFruit,net.sourceforge.saxon+saxon-filename:ivy.xml & net.sf.saxon+saxon-filename:ivy.xml & net.sf.saxon+Saxon-HE-filename:ivy.xml,master,0,0,1269,1269,1271
adammak23/Projekt,net.sourceforge.saxon+saxon-filename:build.xml,master,0,0,972,930,972
adamretter/TEI-Authorizer,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,1131,1125,1162
adamretter/xspec-maven-plugin,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,4,3,862,896,2087
adamsives/hap-fihr,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,147,147,147
adangel/pmd-kotlin,net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,334,334,346
adaptris-labs/interlok-twilio-sms,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,566
adaptris/interlok,net.sourceforge.saxon+saxon-extension:gradle & net.sf.saxon+Saxon-HE-extension:gradle & net.sf.saxon+saxon-extension:gradle,develop,12,6,0,0,1337
adaptris/interlok-activemq,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,364
adaptris/interlok-amqp,net.sf.saxon+saxon-extension:gradle,develop,0,0,1,1,331
adaptris/interlok-apache-http,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,342
adaptris/interlok-api,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,329
adaptris/interlok-artemis,net.sf.saxon+saxon-extension:gradle,develop,0,0,7,7,20
adaptris/interlok-aws,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,372
adaptris/interlok-cassandra,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,329
adaptris/interlok-config-conditional,net.sf.saxon+saxon-extension:gradle,develop,1,0,28,28,260
adaptris/interlok-container,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,363
adaptris/interlok-csv,net.sf.saxon+saxon-extension:gradle,develop,0,0,5,5,343
adaptris/interlok-csv-json,net.sf.saxon+saxon-extension:gradle,develop,0,0,26,26,343
adaptris/interlok-custom-component-example,net.sf.saxon+saxon-extension:gradle,gradle,0,0,182,182,800
adaptris/interlok-cxf,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,294
adaptris/interlok-drools,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,287
adaptris/interlok-es-rest,net.sf.saxon+saxon-extension:gradle,develop,0,0,26,14,365
adaptris/interlok-es5,net.sf.saxon+saxon-extension:gradle,develop,0,0,26,26,365
adaptris/interlok-excel,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,295
adaptris/interlok-exec,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,244
adaptris/interlok-expressions,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,366
adaptris/interlok-filesystem,net.sf.saxon+saxon-extension:gradle,develop,1,0,23,23,371
adaptris/interlok-flatfile,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,5,42
adaptris/interlok-flyway,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,33
adaptris/interlok-gcloud-pubsub,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,364
adaptris/interlok-holodeck,net.sf.saxon+saxon-extension:gradle,develop,0,0,85,85,383
adaptris/interlok-hpcc,net.sf.saxon+saxon-extension:gradle,develop,1,0,28,28,800
adaptris/interlok-jclouds,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,385
adaptris/interlok-jq,net.sf.saxon+saxon-extension:gradle,develop,0,0,21,21,540
adaptris/interlok-jruby,net.sf.saxon+saxon-extension:gradle,develop,1,0,28,28,756
adaptris/interlok-json,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,343
adaptris/interlok-json-streaming,net.sf.saxon+saxon-extension:gradle,develop,0,0,26,26,244
adaptris/interlok-kafka,net.sf.saxon+saxon-extension:gradle,develop,0,0,26,9,329
adaptris/interlok-kie,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,231
adaptris/interlok-legacyhttp,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,278
adaptris/interlok-mail,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,5,42
adaptris/interlok-mongodb,net.sf.saxon+saxon-extension:gradle,develop,0,0,26,26,468
adaptris/interlok-monitor-agent,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,0
adaptris/interlok-mqtt,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,371
adaptris/interlok-ms-graph,net.sf.saxon+saxon-extension:gradle,master,0,0,226,216,317
adaptris/interlok-oauth,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,364
adaptris/interlok-okhttp,net.sf.saxon+saxon-extension:gradle,develop,0,0,23,23,279
adaptris/interlok-pdf,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,294
adaptris/interlok-profiler,net.sf.saxon+saxon-extension:gradle,develop,0,0,23,23,513
adaptris/interlok-profiler-metric-services,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,71
adaptris/interlok-service-tester,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,383
adaptris/interlok-shell,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,343
adaptris/interlok-socket,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,565
adaptris/interlok-sshtunnel,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,474
adaptris/interlok-stax,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,377
adaptris/interlok-variable-substitution,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,342
adaptris/interlok-vcs-command-line,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,278
adaptris/interlok-vcs-git,net.sf.saxon+saxon-extension:gradle,develop,0,0,0,0,327
adaptris/interlok-vertx,net.sf.saxon+saxon-extension:gradle,develop,0,0,26,0,322
adaptris/interlok-workflow-rest-services,net.sf.saxon+saxon-extension:gradle,develop,1,0,5,5,210
adaptris/interlok-xinclude,net.sf.saxon+saxon-extension:gradle,develop,0,0,28,28,342
adarshdch/repo,net.sf.saxon+saxon-filename:build.xml,master,0,0,1507,1507,1513
adarshdch/repo_v1,net.sf.saxon+saxon-filename:build.xml,master,0,0,1513,1524,1547
adhulipa/tika-pooled-time-series,net.sf.saxon+saxon-filename:pom.xml,pooled-time-series,1,0,1325,1306,1338
adityajhordan/CodeIgniterSimpleCrud,net.sf.saxon+saxon-filename:build.xml,master,0,0,109,538,561
adityardesai/tikabuild,net.sf.saxon+saxon-filename:pom.xml,master,0,0,1189,1131,1189
adityasharad/lgtm-workshop,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & org.apache.xmlbeans+xmlbeans-xpath-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,1,1,398,398,513
admstar/rivta,net.sf.saxon+Saxon-HE-extension:gradle & net.sf.saxon+saxon-extension:gradle,master,0,0,1521,1521,1521
Adobe-Marketing-Cloud/aem-content-importer,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,1,0,267,589,589
adorsys/datasafe,net.sf.saxon+saxon-filename:pom.xml,develop,1,2,0,0,79
adrianchia/sarasvati,net.sourceforge.saxon+saxon-filename:build.xml,master,0,0,1549,1549,1549
AdrianMedico/BaseX_UI,net.xqj+basex-xqj-filename:pom.xml,master,1,0,445,445,446
AdroitLogic/samples-x,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,2,4,107,107,856
adsy411/orgaliveness,net.sf.saxon+saxon-filename:pom.xml,master,0,0,250,250,250
adsy411/selenium-testing,net.sf.saxon+saxon-filename:pom.xml,master,0,0,247,247,247
ADVAN-ELAA-34207421/external_tagsoup,net.sf.saxon+saxon-filename:build.xml,android-6.0.1_2.1.0,0,0,726,726,726
ADVAN-ELAA-8QM-PRC1/platform-external-tagsoup,net.sf.saxon+saxon-filename:build.xml,android-8.0.0_1.1.0,0,0,512,512,512
aehlke/titanium-dojo,net.sf.saxon+saxon-filename:build.xml,master,2,2,730,3001,3005
aerhard/xml-tools,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,1,984,534,990
aerohive/Apollo-design,net.sf.saxon+saxon-filename:build.xml,master,2,7,1225,1343,1415
aerohive/Guest-Management-ref-1.0.0,net.sf.saxon+saxon-filename:build.xml,master,1,2,351,351,1184
af6140/xmlstream,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,160,160,160
afor-automation/afor,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,1,0,21,21,1253
ag-gipp/MathMLTools,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,3,1,21,143,816
ag-gipp/mathosphere,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,5,7,520,489,1808
agarwal-gaurav/wineaccess,org.apache.xmlbeans+xmlbeans-xpath-filename:pom.xml,master,0,0,1658,1658,1658
agarwalamit662/StudyChem,net.sf.saxon+saxon-filename:build.xml,master,0,0,907,907,907
agilebirds/openflexo,org.apache.xmlbeans+xmlbeans-xpath-filename:pom.xml,master,12,3,37,1910,2830
AGIsmail/iotsys,net.sourceforge.saxon+saxon-extension:gradle & net.sf.saxon+Saxon-HE-extension:gradle & net.sf.saxon+saxon-extension:gradle,master,0,1,373,1398,1398
agoncal/agoncal-book-javaee7,net.sf.saxon+saxon-filename:pom.xml,master,272,233,5,663,2549
agua/agua,net.sf.saxon+saxon-filename:build.xml,master,0,0,1696,1696,1720
agua/aguadev,net.sf.saxon+saxon-filename:build.xml,master,0,0,1938,2439,2439
aguadev/aguadev,net.sf.saxon+saxon-filename:build.xml,master,2,0,1812,1751,2519
ahgittin/stratos,net.sf.saxon+saxon-filename:pom.xml,master,0,1,2007,2158,2158
ahhblss/spring-security,net.sourceforge.saxon+saxon-extension:gradle,master,0,0,48,48,48
ahmar1aftab/cs581A3-f18-a2-CSRAMS-jEdit,net.sf.saxon+saxon-filename:ivy.xml & net.sourceforge.saxon+saxon-filename:build.xml & net.sf.saxon+saxon-filename:build.xml,master,0,1,463,428,463
ahmar1aftab/test,net.sf.saxon+saxon-filename:ivy.xml & net.sourceforge.saxon+saxon-filename:build.xml & net.sf.saxon+saxon-filename:build.xml,master,0,1,479,463,480
ahmedasaleh/NumericShaping,net.sf.saxon+saxon-filename:build.xml,master,0,0,1567,1567,1569
ahmetcancomtr/findbugs,net.sourceforge.saxon+saxon-filename:ivy.xml & net.sourceforge.saxon+saxon-filename:build.xml,master,0,0,1200,1200,1200
aht-group/ofx,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+saxon-filename:build.xml,master,0,2,28,28,1415
ahteshamkamil/yes-cart,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,1509,1509,1509
ai-huangxm/product-apim,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,0,0,1240,1240,1240
aintshy/hub,net.sourceforge.saxon+saxon-filename:pom.xml,master,25,6,15,15,1756
aithon/aithon,net.sf.saxon+saxon-filename:ivy.xml,master,1,0,1391,1927,2057
aiyan2001/learngit,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & org.apache.xmlbeans+xmlbeans-xpath-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,1524,1524,1525
ajadriano/nlp.prototype,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,1038,988,1053
ajay1709/Automation,net.sourceforge.saxon+saxon-filename:pom.xml,master,0,1,513,513,513
ajmkaandorp/SE-2017-SoftwareEvolution,net.sourceforge.saxon+saxon-filename:build.xml,master,0,0,567,539,588
ajmtwo/checkstyle,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,44,44,130
akaash-nigam/iotsys,net.sourceforge.saxon+saxon-extension:gradle & net.sf.saxon+Saxon-HE-extension:gradle & net.sf.saxon+saxon-extension:gradle,master,0,0,1515,1515,1515
AkaiIto/JPA,net.sf.saxon+saxon-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,544,544,544
akashwadhwa/Hybrid_Framework,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,321,321,322
akatie/jxsl,net.sf.saxon+saxon-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,1263,1263,1263
AKBibliothekWien/XmlHelper,net.sf.saxon+saxon-filename:pom.xml & net.sf.saxon+Saxon-HE-filename:pom.xml,master,1,0,103,103,954
akhamdo/myGN,net.sf.saxon+saxon-filename:pom.xml & net.sourceforge.saxon+saxon-filename:pom.xml,master,0,0,103,103,119
akhtar15081/Atmos,org.apache.camel+camel-saxon-filename:pom.xml,master,0,0,379,379,379
ako/ako-soabp,org.apache.camel+camel-saxon-filename:pom.xml,master,4,1,769,3276,3342
AKSahu/Automation-Framework,net.sourceforge.saxon+saxon-filename:build.xml & net.sf.saxon+saxon-filename:build.xml,master,1,1,1501,1328,1701
akshay-thakre/a,net.sf.saxon+saxon-filename:pom.xml,master,0,0,176,176,182
